21:10:01            3       645      0.36      0.99      1.12
21:20:01            2       646      1.18      0.69      0.82
21:30:01            4       650      0.93      0.94      0.90
21:40:01            1       646      0.20      0.37      0.60
21:50:01            2       646      1.31      1.01      0.79
22:00:01            3       656      0.89      0.88      0.82
22:10:01            2       646      1.02      0.54      0.59
22:20:01            2       646      0.98      0.93      0.80
22:30:01            3       645      1.41      1.73      1.34
22:40:01            1       645      0.75      0.75      1.01
22:50:01            1       646      1.72      1.06      0.96
23:00:01            3       651      1.92      1.43      1.14
23:10:01            1       644      2.94      2.43      1.77
23:20:01            1       646      1.09      1.37      1.55
23:30:01            1       645      0.97      0.85      1.11
23:40:01            0       645      0.24      0.54      0.82
23:50:01            0       645      0.82      0.77      0.76
