00:10:01          275        18        12         0         0         5
00:20:01          282        23        13         0         0        22
00:30:01          271        19        12         0         0        14
00:40:01          257         9        12         0         0        44
00:50:01          254        11        12         0         0        24
01:00:01          255        11        12         0         0        10
01:10:01          269        17        12         0         0         6
01:20:01          264        14        12         0         0        29
01:30:01          247         8        12         0         0        20
01:40:01          251         8        12         0         0        40
01:50:01          253        11        12         0         0        14
02:00:01          279        22        12         0         0         9
02:10:01          257        14        12         0         0        17
02:20:01          250        11        12         0         0        38
02:30:01          250        10        12         0         0        39
02:40:01          243         8        12         0         0        15
02:50:01          308        30        12         0         0        36
03:00:01          263        13        12         0         0        43
03:10:01          264        19        12         0         0        21
03:20:01          270        21        12         0         0        18
03:30:01          323        35        19         0         0        42
03:40:01          257        13        12         0         0        24
03:50:01          254        13        12         0         0         8
04:00:02          261        15        12         0         0        46
04:10:01          268        19        12         0         0        23
04:20:01          268        20        12         0         0        40
04:30:01          265        18        12         0         0        25
04:40:01          261        16        12         0         0        25
04:50:01          259        15        12         0         0        41
05:00:01          259        15        12         0         0        23
05:10:01          258        11        12         0         0        53
05:20:01          273        20        12         0         0        11
05:30:02          273        20        12         0         0        99
05:40:01          305        35        12         0         0        32
05:50:01          261        15        12         0         0        28
06:00:01          261        16        12         0         0        30
06:10:01          286        24        12         0         0        43
06:20:01          304        34        12         0         0        61
06:30:01          285        25        12         0         0         6
06:40:01          289        25        12         0         0        38
06:50:01          266        16        12         0         0        53
07:00:01          279        18        12         0         0        84
07:10:01          268        15        12         0         0        13
07:20:01          272        21        12         0         0        44
07:30:01          279        25        12         0         0        23
07:40:01          277        23        12         0         0        16
07:50:01          279        17        12         0         0        37
08:00:01          283        23        12         0         0        42
08:10:01          269        19        12         0         0        45
08:20:01          282        25        12         0         0        28
08:30:01          274        22        12         0         0        40
08:40:01          291        22        12         0         0        47
08:50:01          305        37        12         0         0        31
09:00:01          273        20        12         0         0        11
09:10:01          273        22        12         0         0        11
09:20:01          281        24        12         0         0        22
09:30:01          296        31        12         0         0        25
09:40:01          322        46        12         0         0        48
09:50:01          276        20        12         0         0        39
10:00:01          297        28        12         0         0        22
10:10:01          269        17        12         0         0        62
10:20:01          287        15        12         0         0        55
10:30:01          299        30        12         0         0        62
10:40:01          258        15        12         0         0        52
10:50:01          264        17        12         0         0        23
11:00:01          259        14        12         0         0        60
11:10:01          258        11        12         0         0        47
11:20:01          262        16        12         0         0        36
11:30:01          916       310        13         0         0         3
11:40:01         1570       567        12         0         0         7
11:50:01         1562       559        12         0         0         6
12:00:01         1561       558        12         0         0         2
12:10:01         1573       564        12         0         0         7
12:20:01         1558       551        12         0         0        41
12:30:02         1535       541        12         0         0        81
12:40:01         1551       548        12         0         0         8
12:50:01         1561       552        12         0         0        13
13:00:01         1560       550        12         0         0        10
13:10:01          647       189        12         0         0        24
13:20:01         1552       551        12         0         0        16
13:30:01         1556       551        12         0         0         9
13:40:01         1556       550        12         0         0        18
13:50:01          880       262        12         0         0       162
14:00:01          297        29        12         0         0        40
14:10:01          285        26        12         0         0       102
14:20:01          412        86        12         0         0        51
14:30:01          339        55        12         0         0         9
14:40:01          297        28        12         0         0        29
14:50:01          271        18        12         0         0        63
15:00:01          617       190        12         1         0       105
15:10:01          288        29        12         0         0        85
15:20:01          393        70        12         0         0        50
15:30:01          307        34        12         1         0       125
15:40:01          317        34        12         0         0        51
15:50:01          464       111        12         0         0        43
16:00:01          301        30        12         0         0        67
16:10:01          273        19        12         0         0        69
16:20:01          290        29        12         0         0        79
16:30:01          461       115        12         0         0        32
16:40:01          286        27        12         0         0        52
16:50:01          283        19        12         0         0        95
17:00:01          286        25        12         0         0        42
17:10:01          294        23        12         0         0        52
17:20:01          287        26        12         0         0        27
17:30:01          284        24        12         0         0        22
17:40:01          261        15        12         0         0        30
17:50:01          276        17        12         0         0        64
18:00:01          255        11        12         0         0        53
18:10:01          337        52        12         0         0         6
18:20:01          275        21        12         0         0        19
18:30:01          254        11        12         0         0        21
18:40:01          252         9        12         0         0         9
18:50:01          257        11        12         0         0         7
19:00:01          274        18        12         0         0        35
19:10:01          317        38        12         0         0         4
19:20:01          276        21        12         0         0        12
19:30:01          272        21        12         0         0        23
19:40:01          268        19        12         0         0        27
19:50:01          266        19        12         0         0        10
20:00:01          266        18        12         0         0         9
20:10:01          255        13        12         0         0        13
20:20:01          256        14        12         0         0         4
20:30:01          260        16        12         0         0        18
20:40:01          256        14        12         0         0        16
20:50:01          243         8        12         0         0        18
21:00:01          245         8        12         0         0         4
21:10:01          256        13        12         0         0         2
21:20:01          255        13        12         0         0         3
21:30:01          266        18        12         0         0        28
21:40:01          254        13        12         0         0         5
21:50:01          257        13        12         0         0         7
22:00:01          252        11        12         0         0        29
22:10:01          263        16        12         0         0         7
22:20:01          258        15        12         0         0         1
22:30:01          270        20        12         0         0        11
22:40:01          253         8        12         0         0        31
22:50:01          252        12        12         0         0        16
23:00:01          251        11        12         1         0         5
23:10:01          256        14        12         0         0        12
23:20:01          249        10        12         0         0        16
23:30:01          244         8        12         0         0        18
23:40:01          255        14        12         0         0        18
23:50:01          263        11        12         0         0         4
